snapshot_id,hospital_id,snapshot_time,ed_beds_available,icu_beds_available,ct_available,cath_lab_available,trauma_bays_available,ventilators_available,isolation_beds_available,blood_o_units_available,nurse_team_available,crowding_index
RS0000330,H005,2025/11/11 20:00,10,6,1,1,0,5,4,15,1,0.866
RS0000331,H001,2025/11/12 00:00,16,7,1,0,2,3,2,24,1,0.598
RS0000332,H002,2025/11/12 00:00,13,0,1,0,0,1,5,26,1,0.5
RS0000333,H003,2025/11/12 00:00,4,1,1,0,0,2,8,22,1,0.783
RS0000334,H004,2025/11/12 00:00,3,2,1,0,1,0,4,12,1,0.731
RS0000335,H005,2025/11/12 00:00,13,0,1,1,2,5,6,15,1,0.579
RS0000336,H001,2025/11/12 04:00,15,2,1,1,2,5,2,16,1,0.769
RS0000337,H002,2025/11/12 04:00,5,4,1,1,1,0,3,21,1,0.936
RS0000338,H003,2025/11/12 04:00,12,9,1,0,1,1,4,23,1,0.426
RS0000339,H004,2025/11/12 04:00,0,0,0,0,0,0,3,21,1,1
RS0000340,H005,2025/11/12 04:00,10,7,1,1,2,4,4,17,1,0.846
RS0000341,H001,2025/11/12 08:00,15,7,1,1,1,6,5,19,1,0.766
RS0000342,H002,2025/11/12 08:00,9,5,1,1,0,6,2,21,1,0.708
RS0000343,H003,2025/11/12 08:00,8,3,1,0,2,5,6,21,1,0.728
RS0000344,H004,2025/11/12 08:00,5,0,1,0,0,0,7,21,1,0.811
RS0000345,H005,2025/11/12 08:00,9,8,1,1,0,4,3,23,1,0.679
RS0000346,H001,2025/11/12 12:00,10,3,1,1,1,6,6,15,1,0.854
RS0000347,H002,2025/11/12 12:00,10,4,1,1,0,0,4,11,1,0.619
RS0000348,H003,2025/11/12 12:00,10,2,1,0,0,3,2,19,1,0.616
RS0000349,H004,2025/11/12 12:00,7,0,1,0,1,0,3,5,1,0.478
RS0000350,H005,2025/11/12 12:00,8,5,1,1,1,4,0,11,1,0.904
RS0000351,H001,2025/11/12 16:00,12,2,1,1,1,5,2,10,1,0.733
RS0000352,H002,2025/11/12 16:00,6,0,0,1,1,1,8,19,1,0.869
RS0000353,H003,2025/11/12 16:00,11,7,1,0,0,0,4,11,1,0.575
RS0000354,H004,2025/11/12 16:00,6,0,1,0,1,5,1,9,1,0.578
RS0000355,H005,2025/11/12 16:00,6,3,1,1,1,6,4,13,1,0.817
RS0000356,H001,2025/11/12 20:00,15,9,1,1,2,4,3,24,1,0.593
RS0000357,H002,2025/11/12 20:00,9,1,1,1,0,4,4,13,1,0.617
RS0000358,H003,2025/11/12 20:00,10,0,1,0,1,0,3,12,1,0.5
RS0000359,H004,2025/11/12 20:00,6,4,1,0,1,0,3,4,0,0.761
RS0000360,H005,2025/11/12 20:00,11,6,1,1,1,4,3,9,1,0.744
RS0000361,H001,2025/11/13 00:00,12,8,1,1,0,5,6,15,1,0.823
RS0000362,H002,2025/11/13 00:00,7,5,1,1,2,7,4,18,1,0.831
RS0000363,H003,2025/11/13 00:00,9,5,1,0,1,5,5,20,1,0.603
RS0000364,H004,2025/11/13 00:00,4,0,0,0,0,0,5,24,1,0.827
RS0000365,H005,2025/11/13 00:00,8,2,1,1,2,5,5,32,1,0.754
RS0000366,H001,2025/11/13 04:00,10,7,1,1,0,6,4,14,1,0.744
RS0000367,H002,2025/11/13 04:00,21,2,1,1,0,6,5,19,0,0.367
RS0000368,H003,2025/11/13 04:00,2,5,1,0,1,1,2,20,1,0.83
RS0000369,H004,2025/11/13 04:00,5,2,1,0,0,0,2,12,1,0.731
RS0000370,H005,2025/11/13 04:00,5,7,1,1,1,6,3,9,1,0.937
RS0000371,H001,2025/11/13 08:00,8,8,1,1,0,5,5,20,1,0.857
RS0000372,H002,2025/11/13 08:00,13,5,1,1,1,1,2,12,1,0.712
RS0000373,H003,2025/11/13 08:00,8,2,0,0,2,6,1,8,0,0.749
RS0000374,H004,2025/11/13 08:00,0,4,1,0,0,1,6,20,1,1
RS0000375,H005,2025/11/13 08:00,8,3,1,1,2,6,7,20,1,0.852
RS0000376,H001,2025/11/13 12:00,11,1,1,1,0,5,3,19,1,0.835
RS0000377,H002,2025/11/13 12:00,4,2,1,1,0,2,2,21,1,0.881
RS0000378,H003,2025/11/13 12:00,1,9,0,0,1,1,2,15,1,0.986
RS0000379,H004,2025/11/13 12:00,3,5,1,0,0,1,4,19,1,0.857
RS0000380,H005,2025/11/13 12:00,5,11,1,1,2,4,2,11,1,0.983
RS0000381,H001,2025/11/13 16:00,14,2,1,0,1,2,2,9,1,0.701
RS0000382,H002,2025/11/13 16:00,8,0,1,0,0,1,2,13,1,0.691
RS0000383,H003,2025/11/13 16:00,7,1,1,0,1,3,3,13,1,0.825
RS0000384,H004,2025/11/13 16:00,1,0,1,0,0,0,5,13,1,1
RS0000385,H005,2025/11/13 16:00,10,5,1,0,1,5,7,16,1,0.73
RS0000386,H001,2025/11/13 20:00,17,1,1,1,0,5,4,14,1,0.683
RS0000387,H002,2025/11/13 20:00,7,0,1,1,1,1,1,16,1,0.88
RS0000388,H003,2025/11/13 20:00,4,2,1,0,0,1,1,21,1,0.914
RS0000389,H004,2025/11/13 20:00,11,7,1,0,0,0,5,8,1,0.365
RS0000390,H005,2025/11/13 20:00,11,5,1,1,0,4,4,13,1,0.855
RS0000391,H001,2025/11/14 00:00,23,9,1,1,1,10,5,11,1,0.602
RS0000392,H002,2025/11/14 00:00,13,1,1,1,2,6,7,17,0,0.482
RS0000393,H003,2025/11/14 00:00,8,2,1,0,0,1,7,14,1,0.804
RS0000394,H004,2025/11/14 00:00,1,0,1,0,0,3,5,21,1,1
RS0000395,H005,2025/11/14 00:00,18,7,1,0,0,9,4,10,1,0.585
RS0000396,H001,2025/11/14 04:00,16,9,1,0,1,4,3,23,1,0.753
RS0000397,H002,2025/11/14 04:00,15,3,1,1,1,4,4,8,1,0.409
RS0000398,H003,2025/11/14 04:00,15,4,1,0,0,4,6,24,1,0.349
RS0000399,H004,2025/11/14 04:00,2,4,1,0,0,6,8,12,1,0.784
RS0000400,H005,2025/11/14 04:00,14,5,1,1,1,5,3,7,1,0.727
RS0000401,H001,2025/11/14 08:00,11,6,1,1,3,7,6,8,1,0.776
RS0000402,H002,2025/11/14 08:00,9,4,1,1,0,3,6,24,1,0.71
RS0000403,H003,2025/11/14 08:00,10,7,1,0,0,0,5,26,1,0.535
RS0000404,H004,2025/11/14 08:00,6,0,1,0,0,0,4,13,1,0.713
RS0000405,H005,2025/11/14 08:00,18,8,1,1,3,4,3,20,1,0.657
RS0000406,H001,2025/11/14 12:00,11,8,1,1,1,4,0,17,1,0.869
RS0000407,H002,2025/11/14 12:00,12,4,1,1,0,5,5,18,1,0.645
RS0000408,H003,2025/11/14 12:00,10,2,1,0,1,1,2,16,1,0.726
RS0000409,H004,2025/11/14 12:00,11,1,1,0,0,5,6,14,0,0.23
RS0000410,H005,2025/11/14 12:00,11,0,1,1,1,5,2,10,1,0.625
RS0000411,H001,2025/11/14 16:00,8,5,0,1,0,1,3,13,1,0.834
RS0000412,H002,2025/11/14 16:00,12,3,1,1,0,0,7,11,1,0.746
RS0000413,H003,2025/11/14 16:00,8,5,1,0,0,1,3,4,1,0.683
RS0000414,H004,2025/11/14 16:00,0,0,0,0,0,2,5,19,1,0.905
RS0000415,H005,2025/11/14 16:00,10,7,1,1,2,6,10,7,1,0.818
RS0000416,H001,2025/11/14 20:00,8,6,1,1,0,6,4,22,1,0.79
RS0000417,H002,2025/11/14 20:00,3,1,1,1,2,4,3,7,1,0.847
RS0000418,H003,2025/11/14 20:00,8,0,1,0,1,0,6,18,1,0.726
RS0000419,H004,2025/11/14 20:00,0,5,1,0,0,0,3,14,1,1
RS0000420,H005,2025/11/14 20:00,0,5,1,1,1,5,4,9,0,0.971
RS0000421,H001,2025/11/15 00:00,17,3,1,1,2,7,1,17,1,0.668
RS0000422,H002,2025/11/15 00:00,16,3,1,1,1,2,4,16,1,0.516
RS0000423,H003,2025/11/15 00:00,3,5,1,0,0,2,3,15,1,0.972
RS0000424,H004,2025/11/15 00:00,5,4,1,0,0,0,6,18,1,0.671
RS0000425,H005,2025/11/15 00:00,11,3,1,1,0,7,6,13,1,0.781
RS0000426,H001,2025/11/15 04:00,6,10,1,1,1,5,7,22,1,1
RS0000427,H002,2025/11/15 04:00,0,0,1,1,0,1,3,19,1,0.924
RS0000428,H003,2025/11/15 04:00,7,4,1,0,2,1,8,27,1,0.78
RS0000429,H004,2025/11/15 04:00,7,3,1,0,0,2,5,14,1,0.509
RS0000430,H005,2025/11/15 04:00,10,0,1,1,1,6,2,17,1,0.823
RS0000431,H001,2025/11/15 08:00,6,3,1,1,2,5,3,20,0,0.854
RS0000432,H002,2025/11/15 08:00,11,0,1,1,0,0,4,21,1,0.639
RS0000433,H003,2025/11/15 08:00,2,5,1,0,0,4,6,19,1,0.972
RS0000434,H004,2025/11/15 08:00,6,6,1,0,0,0,3,17,0,0.731
RS0000435,H005,2025/11/15 08:00,10,4,0,1,2,4,4,18,1,0.851
RS0000436,H001,2025/11/15 12:00,4,2,1,1,0,3,4,16,1,0.913
RS0000437,H002,2025/11/15 12:00,9,9,1,1,1,5,2,16,0,0.743
RS0000438,H003,2025/11/15 12:00,4,3,1,0,0,4,6,28,1,0.736
RS0000439,H004,2025/11/15 12:00,4,4,1,0,0,0,3,7,1,0.895
RS0000440,H005,2025/11/15 12:00,12,4,1,1,0,6,4,15,1,0.722
RS0000441,H001,2025/11/15 16:00,15,9,1,1,2,0,5,26,1,0.71
RS0000442,H002,2025/11/15 16:00,10,2,1,1,1,2,4,10,1,0.771
RS0000443,H003,2025/11/15 16:00,0,2,1,0,1,1,1,10,1,0.999
RS0000444,H004,2025/11/15 16:00,7,0,1,0,0,3,4,17,1,0.482
RS0000445,H005,2025/11/15 16:00,13,5,1,0,1,2,3,10,1,0.792
RS0000446,H001,2025/11/15 20:00,12,3,1,1,1,4,0,11,1,0.664
RS0000447,H002,2025/11/15 20:00,7,2,1,1,1,0,6,9,1,0.772
RS0000448,H003,2025/11/15 20:00,3,3,1,0,1,1,1,12,1,0.911
RS0000449,H004,2025/11/15 20:00,0,7,1,0,0,2,1,17,1,1
RS0000450,H005,2025/11/15 20:00,17,2,1,1,1,1,1,14,1,0.474
RS0000451,H001,2025/11/16 00:00,9,4,1,0,2,3,4,16,1,0.88
RS0000452,H002,2025/11/16 00:00,12,0,1,1,0,3,5,23,1,0.734
RS0000453,H003,2025/11/16 00:00,2,2,1,0,0,1,4,18,1,0.873
RS0000454,H004,2025/11/16 00:00,8,0,1,0,0,1,6,16,1,0.404
RS0000455,H005,2025/11/16 00:00,5,5,1,1,1,7,4,20,1,0.834
RS0000456,H001,2025/11/16 04:00,11,5,1,1,0,7,6,19,1,0.7
RS0000457,H002,2025/11/16 04:00,12,3,1,1,1,0,4,18,1,0.711
RS0000458,H003,2025/11/16 04:00,0,1,1,0,0,2,3,12,1,1
RS0000459,H004,2025/11/16 04:00,4,4,1,0,1,0,7,15,1,0.717
RS0000460,H005,2025/11/16 04:00,6,6,1,1,1,5,4,19,1,0.912
RS0000461,H001,2025/11/16 08:00,10,4,1,0,0,4,3,11,1,0.884
RS0000462,H002,2025/11/16 08:00,6,2,1,1,1,2,6,20,1,0.736
RS0000463,H003,2025/11/16 08:00,5,1,1,0,0,2,0,20,1,0.85
RS0000464,H004,2025/11/16 08:00,0,5,1,0,0,2,6,12,1,1
RS0000465,H005,2025/11/16 08:00,11,6,1,1,1,3,6,16,1,0.68
RS0000466,H001,2025/11/16 12:00,15,3,1,1,3,4,0,17,1,0.664
RS0000467,H002,2025/11/16 12:00,3,1,1,1,0,0,2,14,1,0.89
RS0000468,H003,2025/11/16 12:00,4,4,1,0,1,3,5,24,1,0.89
RS0000469,H004,2025/11/16 12:00,6,0,1,0,0,2,6,6,1,0.538
RS0000470,H005,2025/11/16 12:00,13,3,1,1,0,5,3,12,1,0.79
RS0000471,H001,2025/11/16 16:00,7,5,1,1,1,5,0,0,1,0.955
RS0000472,H002,2025/11/16 16:00,7,1,1,1,0,5,1,16,1,0.786
RS0000473,H003,2025/11/16 16:00,9,0,1,0,0,3,3,17,1,0.761
RS0000474,H004,2025/11/16 16:00,9,2,1,0,0,2,4,15,1,0.411
RS0000475,H005,2025/11/16 16:00,13,7,1,1,0,6,0,7,1,0.717
RS0000476,H001,2025/11/16 20:00,12,2,1,1,0,5,0,16,1,0.831
RS0000477,H002,2025/11/16 20:00,3,1,1,1,0,1,8,17,1,1
RS0000478,H003,2025/11/16 20:00,4,0,1,0,0,3,1,4,1,0.87
RS0000479,H004,2025/11/16 20:00,5,0,1,0,0,1,3,6,1,0.588
RS0000480,H005,2025/11/16 20:00,8,3,1,1,2,6,2,16,1,0.724
RS0000481,H001,2025/11/17 00:00,18,1,1,1,3,8,5,14,1,0.637
RS0000482,H002,2025/11/17 00:00,9,2,1,0,2,3,1,20,1,0.604
RS0000483,H003,2025/11/17 00:00,13,5,1,0,0,5,4,13,1,0.421
RS0000484,H004,2025/11/17 00:00,7,3,1,0,0,0,3,18,1,0.467
RS0000485,H005,2025/11/17 00:00,16,6,1,0,2,5,3,15,1,0.649
RS0000486,H001,2025/11/17 04:00,14,5,1,1,2,2,5,14,1,0.605
RS0000487,H002,2025/11/17 04:00,3,0,1,1,0,6,3,20,1,0.816
RS0000488,H003,2025/11/17 04:00,7,0,1,0,2,1,7,27,1,0.68
RS0000489,H004,2025/11/17 04:00,2,5,1,0,1,2,4,21,1,0.881
RS0000490,H005,2025/11/17 04:00,11,6,1,1,0,4,5,20,1,0.663
RS0000491,H001,2025/11/17 08:00,13,7,1,1,3,5,2,25,1,0.732
RS0000492,H002,2025/11/17 08:00,6,0,1,0,1,3,5,24,1,0.758
RS0000493,H003,2025/11/17 08:00,6,0,1,0,1,0,7,17,1,0.783
RS0000494,H004,2025/11/17 08:00,5,0,1,0,0,3,3,19,1,0.799
RS0000495,H005,2025/11/17 08:00,12,7,1,0,0,6,4,16,1,0.599
RS0000496,H001,2025/11/17 12:00,16,7,1,1,1,4,2,17,1,0.682
RS0000497,H002,2025/11/17 12:00,7,0,1,1,0,4,6,14,1,0.855
RS0000498,H003,2025/11/17 12:00,0,8,1,0,0,4,9,14,1,1
RS0000499,H004,2025/11/17 12:00,10,0,1,0,1,1,4,8,1,0.331
RS0000500,H005,2025/11/17 12:00,9,3,1,1,2,2,3,19,1,0.874
RS0000501,H001,2025/11/17 16:00,12,1,1,1,2,6,6,16,1,0.703
RS0000502,H002,2025/11/17 16:00,15,0,1,1,1,2,5,16,1,0.467
RS0000503,H003,2025/11/17 16:00,0,1,1,0,1,3,0,11,1,1
RS0000504,H004,2025/11/17 16:00,7,2,1,0,0,1,1,12,1,0.55
RS0000505,H005,2025/11/17 16:00,13,2,1,1,4,4,4,13,1,0.794
RS0000506,H001,2025/11/17 20:00,3,7,1,1,0,4,0,13,1,0.831
RS0000507,H002,2025/11/17 20:00,10,4,1,1,0,0,7,17,1,0.682
RS0000508,H003,2025/11/17 20:00,9,0,1,0,0,4,4,1,1,0.762
RS0000509,H004,2025/11/17 20:00,1,3,1,0,0,0,4,16,1,0.856
RS0000510,H005,2025/11/17 20:00,11,0,1,1,2,4,2,15,1,0.799
RS0000511,H001,2025/11/18 00:00,18,1,1,1,1,5,5,13,1,0.65
RS0000512,H002,2025/11/18 00:00,9,4,1,1,0,4,7,14,1,0.652
RS0000513,H003,2025/11/18 00:00,5,1,1,0,0,0,7,25,1,0.824
RS0000514,H004,2025/11/18 00:00,10,0,1,0,0,0,7,9,1,0.47
RS0000515,H005,2025/11/18 00:00,15,2,1,1,0,5,6,21,1,0.733
RS0000516,H001,2025/11/18 04:00,11,3,1,1,1,3,3,14,1,0.88
RS0000517,H002,2025/11/18 04:00,10,10,1,1,0,4,2,7,1,0.635
RS0000518,H003,2025/11/18 04:00,1,5,1,0,1,1,4,15,1,1
RS0000519,H004,2025/11/18 04:00,6,5,0,0,0,2,7,10,1,0.652
RS0000520,H005,2025/11/18 04:00,11,4,1,1,1,3,6,24,1,0.769
RS0000521,H001,2025/11/18 08:00,14,7,1,1,2,5,5,9,1,0.621
RS0000522,H002,2025/11/18 08:00,6,6,1,1,0,3,4,18,1,0.901
RS0000523,H003,2025/11/18 08:00,6,3,1,0,1,3,4,15,1,0.764
RS0000524,H004,2025/11/18 08:00,9,1,1,0,0,0,2,17,1,0.492
RS0000525,H005,2025/11/18 08:00,10,6,1,1,0,2,5,7,1,0.685
RS0000526,H001,2025/11/18 12:00,14,10,1,1,2,0,2,17,1,0.754
RS0000527,H002,2025/11/18 12:00,6,3,1,1,2,5,5,12,0,0.841
RS0000528,H003,2025/11/18 12:00,6,3,1,0,2,3,1,17,1,0.877
RS0000529,H004,2025/11/18 12:00,3,0,1,0,0,0,4,13,1,0.786
RS0000530,H005,2025/11/18 12:00,8,6,1,1,1,6,5,14,1,0.853
RS0000531,H001,2025/11/18 16:00,12,3,1,1,0,6,7,15,1,0.828
RS0000532,H002,2025/11/18 16:00,0,3,1,1,0,1,3,0,1,1
RS0000533,H003,2025/11/18 16:00,6,1,1,0,0,4,6,11,1,0.798
RS0000534,H004,2025/11/18 16:00,1,0,1,0,0,4,7,7,1,0.985
RS0000535,H005,2025/11/18 16:00,6,0,1,1,2,6,6,18,1,0.814
RS0000536,H001,2025/11/18 20:00,11,5,1,1,2,7,2,23,1,0.806
RS0000537,H002,2025/11/18 20:00,8,6,1,1,0,3,3,15,1,0.826
RS0000538,H003,2025/11/18 20:00,3,4,1,0,0,1,2,18,1,0.797
RS0000539,H004,2025/11/18 20:00,5,0,1,0,0,2,2,14,1,0.592
RS0000540,H005,2025/11/18 20:00,10,0,1,1,1,3,6,11,1,0.786
RS0000541,H001,2025/11/19 00:00,14,6,1,1,1,9,4,12,1,0.745
RS0000542,H002,2025/11/19 00:00,1,2,1,1,0,4,5,13,1,1
RS0000543,H003,2025/11/19 00:00,0,6,1,0,2,2,2,19,1,0.992
RS0000544,H004,2025/11/19 00:00,6,2,1,0,0,0,5,13,1,0.616
RS0000545,H005,2025/11/19 00:00,17,9,0,1,1,8,6,19,1,0.511
RS0000546,H001,2025/11/19 04:00,12,4,1,1,0,4,3,12,1,0.771
RS0000547,H002,2025/11/19 04:00,19,0,1,1,0,0,5,23,1,0.505
RS0000548,H003,2025/11/19 04:00,13,0,1,0,1,0,5,17,1,0.581
RS0000549,H004,2025/11/19 04:00,3,0,1,0,0,4,0,19,1,0.777
RS0000550,H005,2025/11/19 04:00,12,8,1,1,1,6,6,14,1,0.726
RS0000551,H001,2025/11/19 08:00,16,4,1,1,0,10,4,27,1,0.533
RS0000552,H002,2025/11/19 08:00,13,0,1,1,0,2,7,16,1,0.701
RS0000553,H003,2025/11/19 08:00,13,4,1,0,2,4,1,19,1,0.449
RS0000554,H004,2025/11/19 08:00,6,1,1,0,0,4,9,21,1,0.676
RS0000555,H005,2025/11/19 08:00,8,10,1,1,0,3,3,7,1,0.719
RS0000556,H001,2025/11/19 12:00,16,3,1,1,2,4,1,9,1,0.627
RS0000557,H002,2025/11/19 12:00,7,4,1,1,0,6,4,13,1,0.723
RS0000558,H003,2025/11/19 12:00,5,8,1,0,0,1,9,4,1,0.76
RS0000559,H004,2025/11/19 12:00,0,1,1,0,1,4,7,7,1,1
RS0000560,H005,2025/11/19 12:00,11,5,1,1,2,2,3,5,1,0.809
RS0000561,H001,2025/11/19 16:00,5,4,0,1,0,7,2,8,1,0.932
RS0000562,H002,2025/11/19 16:00,9,3,1,1,1,2,9,12,1,0.763
RS0000563,H003,2025/11/19 16:00,3,6,1,0,0,4,5,5,1,0.846
RS0000564,H004,2025/11/19 16:00,5,3,1,0,0,5,1,15,1,0.692
RS0000565,H005,2025/11/19 16:00,13,0,1,1,0,3,5,15,0,0.617
RS0000566,H001,2025/11/19 20:00,13,4,1,1,0,4,4,10,1,0.682
RS0000567,H002,2025/11/19 20:00,7,3,1,1,0,3,7,13,1,0.668
RS0000568,H003,2025/11/19 20:00,4,1,0,0,1,2,4,24,1,0.948
RS0000569,H004,2025/11/19 20:00,8,1,1,0,0,4,2,9,1,0.582
RS0000570,H005,2025/11/19 20:00,8,2,0,1,0,5,5,15,1,0.838
RS0000571,H001,2025/11/20 00:00,16,5,1,1,0,3,0,10,1,0.718
RS0000572,H002,2025/11/20 00:00,6,2,1,1,0,4,5,13,1,0.897
RS0000573,H003,2025/11/20 00:00,12,4,1,0,1,1,4,20,1,0.56
RS0000574,H004,2025/11/20 00:00,2,3,1,0,1,2,2,18,1,0.938
RS0000575,H005,2025/11/20 00:00,14,0,1,1,1,6,2,26,1,0.721
RS0000576,H001,2025/11/20 04:00,17,6,1,1,1,6,7,16,1,0.538
RS0000577,H002,2025/11/20 04:00,8,7,1,1,1,4,4,15,1,0.779
RS0000578,H003,2025/11/20 04:00,10,7,1,0,1,2,4,16,1,0.623
RS0000579,H004,2025/11/20 04:00,6,4,1,0,0,0,3,14,0,0.526
RS0000580,H005,2025/11/20 04:00,13,0,1,1,1,6,3,19,1,0.676
RS0000581,H001,2025/11/20 08:00,15,1,1,1,2,2,5,22,1,0.583
RS0000582,H002,2025/11/20 08:00,13,0,1,1,0,2,3,11,0,0.516
RS0000583,H003,2025/11/20 08:00,8,0,1,0,1,3,7,15,1,0.726
RS0000584,H004,2025/11/20 08:00,4,0,1,0,1,5,3,19,1,0.733
RS0000585,H005,2025/11/20 08:00,14,10,1,1,1,5,7,19,1,0.665
RS0000586,H001,2025/11/20 12:00,15,5,1,1,0,3,4,18,1,0.742
RS0000587,H002,2025/11/20 12:00,9,4,1,1,1,1,4,12,1,0.773
RS0000588,H003,2025/11/20 12:00,3,2,1,0,1,0,6,9,1,0.843
RS0000589,H004,2025/11/20 12:00,3,0,1,0,0,0,6,24,1,0.785
RS0000590,H005,2025/11/20 12:00,15,5,1,1,1,5,8,17,1,0.722
RS0000591,H001,2025/11/20 16:00,15,2,1,1,1,2,5,11,1,0.645
RS0000592,H002,2025/11/20 16:00,10,0,1,1,2,1,4,20,1,0.594
RS0000593,H003,2025/11/20 16:00,3,6,1,0,2,5,1,12,1,0.828
RS0000594,H004,2025/11/20 16:00,8,0,1,0,0,1,4,19,1,0.441
RS0000595,H005,2025/11/20 16:00,3,6,1,1,1,5,1,18,1,0.986
RS0000596,H001,2025/11/20 20:00,13,5,1,1,2,2,4,22,1,0.7
RS0000597,H002,2025/11/20 20:00,9,0,1,1,0,0,1,9,1,0.638
RS0000598,H003,2025/11/20 20:00,8,0,1,0,0,3,4,15,1,0.705
RS0000599,H004,2025/11/20 20:00,4,6,1,0,0,5,4,12,1,0.883
RS0000600,H005,2025/11/20 20:00,9,2,1,1,1,3,3,17,1,0.829
RS0000601,H001,2025/11/21 00:00,16,7,1,1,1,5,4,17,1,0.709
RS0000602,H002,2025/11/21 00:00,7,3,1,1,0,6,2,34,1,0.901
RS0000603,H003,2025/11/21 00:00,11,8,1,0,0,3,1,11,1,0.558
RS0000604,H004,2025/11/21 00:00,10,5,1,0,0,4,2,20,1,0.355
RS0000605,H005,2025/11/21 00:00,9,8,1,1,2,4,4,22,1,0.894
RS0000606,H001,2025/11/21 04:00,19,6,1,1,4,10,3,16,1,0.685
RS0000607,H002,2025/11/21 04:00,8,3,1,1,0,0,6,19,1,0.873
RS0000608,H003,2025/11/21 04:00,5,6,1,0,0,5,4,25,1,0.832
RS0000609,H004,2025/11/21 04:00,3,0,1,0,0,2,4,22,1,0.906
RS0000610,H005,2025/11/21 04:00,16,6,1,1,0,5,3,21,1,0.549
RS0000611,H001,2025/11/21 08:00,9,7,1,1,0,4,3,11,1,0.877
RS0000612,H002,2025/11/21 08:00,19,1,1,1,1,5,6,19,1,0.484
RS0000613,H003,2025/11/21 08:00,11,2,1,0,1,5,5,15,1,0.611
RS0000614,H004,2025/11/21 08:00,6,1,1,0,1,2,7,9,1,0.589
RS0000615,H005,2025/11/21 08:00,14,0,1,1,3,1,6,11,1,0.602
RS0000616,H001,2025/11/21 12:00,16,4,0,1,1,5,0,11,1,0.56
RS0000617,H002,2025/11/21 12:00,6,3,1,1,0,2,3,9,1,0.731
RS0000618,H003,2025/11/21 12:00,0,3,1,0,1,5,5,19,1,1
RS0000619,H004,2025/11/21 12:00,3,2,1,0,0,0,6,14,1,0.961
RS0000620,H005,2025/11/21 12:00,12,4,1,1,0,3,6,4,1,0.832
RS0000621,H001,2025/11/21 16:00,12,5,1,1,1,4,4,10,1,0.697
RS0000622,H002,2025/11/21 16:00,11,5,1,1,2,0,4,16,1,0.607
RS0000623,H003,2025/11/21 16:00,10,0,1,0,0,0,3,19,1,0.561
RS0000624,H004,2025/11/21 16:00,4,3,1,0,0,4,4,12,1,0.881
RS0000625,H005,2025/11/21 16:00,9,5,1,1,0,3,2,17,1,0.691
RS0000626,H001,2025/11/21 20:00,2,8,1,1,0,6,3,12,1,1
RS0000627,H002,2025/11/21 20:00,7,0,1,1,1,3,10,11,1,0.825
RS0000628,H003,2025/11/21 20:00,7,4,1,0,1,2,6,22,1,0.664
RS0000629,H004,2025/11/21 20:00,5,0,1,0,0,0,5,17,1,0.636
RS0000630,H005,2025/11/21 20:00,9,0,1,1,2,2,6,16,0,0.772
RS0000631,H001,2025/11/22 00:00,18,5,1,1,2,4,9,18,1,0.602
RS0000632,H002,2025/11/22 00:00,5,2,1,1,2,2,2,20,0,0.918
RS0000633,H003,2025/11/22 00:00,9,6,1,0,0,7,5,18,1,0.71
RS0000634,H004,2025/11/22 00:00,7,0,1,0,0,3,2,8,1,0.697
RS0000635,H005,2025/11/22 00:00,15,0,1,1,0,2,0,11,1,0.693
RS0000636,H001,2025/11/22 04:00,15,9,1,1,1,4,3,12,1,0.757
RS0000637,H002,2025/11/22 04:00,6,0,1,1,1,7,0,22,1,0.767
RS0000638,H003,2025/11/22 04:00,6,2,1,0,0,0,4,11,1,0.791
RS0000639,H004,2025/11/22 04:00,2,4,1,0,0,4,4,15,1,1
RS0000640,H005,2025/11/22 04:00,12,4,1,1,2,4,4,14,1,0.786
RS0000641,H001,2025/11/22 08:00,15,9,1,1,3,6,4,17,1,0.609
RS0000642,H002,2025/11/22 08:00,7,7,1,1,0,2,6,5,1,0.673
RS0000643,H003,2025/11/22 08:00,7,6,1,0,0,1,3,14,1,0.851
RS0000644,H004,2025/11/22 08:00,0,0,1,0,0,4,1,10,1,1
RS0000645,H005,2025/11/22 08:00,8,7,1,1,2,3,7,20,1,0.869
RS0000646,H001,2025/11/22 12:00,12,8,1,1,0,4,3,13,1,0.854
RS0000647,H002,2025/11/22 12:00,7,4,1,1,0,5,1,17,1,0.884
RS0000648,H003,2025/11/22 12:00,0,0,1,0,0,2,1,13,1,1
RS0000649,H004,2025/11/22 12:00,5,0,1,0,0,1,6,14,1,0.802
RS0000650,H005,2025/11/22 12:00,11,5,1,1,0,4,5,19,1,0.689
RS0000651,H001,2025/11/22 16:00,11,10,1,1,1,2,4,16,1,0.698
RS0000652,H002,2025/11/22 16:00,4,0,1,1,0,0,6,6,1,0.849
RS0000653,H003,2025/11/22 16:00,6,2,1,0,2,1,2,18,1,0.721
RS0000654,H004,2025/11/22 16:00,7,2,1,0,0,1,3,8,1,0.698
RS0000655,H005,2025/11/22 16:00,6,3,0,1,1,2,2,19,1,0.927
RS0000656,H001,2025/11/22 20:00,10,0,1,1,1,7,4,17,1,0.714
RS0000657,H002,2025/11/22 20:00,4,2,1,1,0,4,4,8,1,0.868
RS0000658,H003,2025/11/22 20:00,5,4,1,0,0,1,1,15,1,0.818
RS0000659,H004,2025/11/22 20:00,9,5,1,0,1,4,6,8,1,0.479
RS0000660,H005,2025/11/22 20:00,7,2,0,1,1,1,7,8,1,0.872
RS0000661,H001,2025/11/23 00:00,13,8,1,1,2,5,4,20,1,0.828
